objectid,apn,locapn,genplan,zoning,gacres,locacres,allowden,allowhigh,relcapcty,sitetype,pdaparcel,existuse,Shape__Are,Shape__Len,geometry
73191,5583/010,5583/010,"BVHP Area A,B",PDR-2,0.148,0.14763574254,0.0,0,0.0,Vacant,Y,Vacant,6.107939e-08,0.001169084990396,"POLYGON ((-122.405055604 37.7388925180001, -122.405066619 37.7387539760001, -122.405514768 37.7387790330001, -122.405502656 37.7389122530001, -122.405055604 37.7388925180001))"
73192,5583/012,5583/012,"BVHP Area A,B",PDR-2,0.111,0.11152166784,0.0,0,0.0,Underutilized,Y,Industrial,4.6138666e-08,0.001117071591364,"POLYGON ((-122.404501661 37.7398755840001, -122.404509303 37.739825765, -122.404516142 37.739775874, -122.40497088 37.7398015250001, -122.40496013 37.7399025450001, -122.404501661 37.7398755840001))"
73193,5583/013,5583/013,"BVHP Area A,B",PDR-2,0.148,0.14830136312,0.0,0,0.0,Underutilized,Y,Industrial,6.1356332e-08,0.00119404343076,"POLYGON ((-122.404477818 37.740005743, -122.404490427 37.739940742, -122.404501661 37.7398755840001, -122.40496013 37.7399025450001, -122.40494938 37.7400035680001, -122.404946022 37.7400351220001, -122.404477818 37.740005743))"
73194,5583/014,5583/014,"BVHP Area A,B",PDR-2,0.483,0.48360887913,0.0,0,0.0,Underutilized,Y,Industrial,2.00079285e-07,0.001789817748799,"POLYGON ((-122.40502015 37.739338484, -122.405055604 37.7388925180001, -122.405502656 37.7389122530001, -122.405461661 37.7393631510001, -122.40502015 37.739338484))"
73195,5583/015,5583/015,"BVHP Area A,B",PDR-2,0.727,0.72775499946,0.0,0,0.0,Vacant,Y,Vacant,3.01089131e-07,0.002241719037794,"POLYGON ((-122.40494938 37.7400035680001, -122.40496013 37.7399025450001, -122.40497088 37.7398015250001, -122.40502015 37.739338484, -122.405461661 37.7393631510001, -122.40540023 37.7400388190001, -122.40494938 37.7400035680001))"
73196,5583/019,5583/019,"BVHP Area A,B",PDR-2,1.301,1.30175251621,0.0,0,0.0,Underutilized,Y,Indust Ware,5.38568202e-07,0.00334936867373,"POLYGON ((-122.404042821 37.7410932350001, -122.404079856 37.7410315880001, -122.404115531 37.740969438, -122.404149836 37.7409068010001, -122.404182758 37.740843699, -122.404214288 37.740780151, -122.404244417 37.740716176, -122.404273134 37.7406517920001, -122.404300433 37.7405870200001, -122.404326303 37.7405218810001, -122.404350739 37.7404563920001, -122.404373732 37.740390575, -122.404395275 37.740324448, -122.40441536 37.7402580340001, -122.404433982 37.74019135, -122.404451138 37.740124419, -122.404477818 37.740005743, -122.404946022 37.7400351220001, -122.404917749 37.7403008220001, -122.404470023 37.74119203, -122.404042821 37.7410932350001))"
73197,5746/021,5746/021,Bernal Heights,NC-2,0.044,0.04371365841,22.876145266,23,1.0,Underutilized,Y,Flat+store,1.8084393e-08,0.000667901327331,"POLYGON ((-122.42418256 37.735683663, -122.424205725 37.7356165030001, -122.424223502 37.7356179180001, -122.424467804 37.7356373650001, -122.42444464 37.735704524, -122.42418256 37.735683663))"
73198,5746/022,5746/022,Bernal Heights,NC-2,0.172,0.17217650906,52.271939123,52,9.0,Underutilized,Y,Church,7.1228897e-08,0.001116606308606,"POLYGON ((-122.424031056 37.7358786120001, -122.424100552 37.7356771340001, -122.42418256 37.735683663, -122.42444464 37.735704524, -122.424375145 37.735906001, -122.424031056 37.7358786120001))"
73199,5802/044,5802/044,Bernal Heights,NC-2,0.119,0.11858756112,50.59552573,51,6.0,Underutilized,Y,Commercial,4.9055416e-08,0.000948203442926,"POLYGON ((-122.424425257 37.7350473670001, -122.424540902 37.734930918, -122.424812426 37.735100991, -122.424730566 37.7351834200001, -122.424730112 37.735183867, -122.424729649 37.7351843100001, -122.424729175 37.735184745, -122.424728694 37.735185175, -122.424728202 37.7351855970001, -122.424727702 37.735186013, -122.424727191 37.735186421, -122.424726672 37.735186823, -122.424726145 37.735187216, -122.424725609 37.735187603, -122.424725064 37.7351879830001, -122.424724511 37.7351883540001, -122.424723952 37.735188717, -122.424723382 37.7351890740001, -122.424722805 37.7351894220001, -122.424722221 37.7351897610001, -122.424721629 37.735190093, -122.42472103 37.7351904160001, -122.424720425 37.735190733, -122.424719812 37.735191039, -122.424719193 37.7351913370001, -122.424718567 37.7351916270001, -122.424717935 37.735191908, -122.424717297 37.7351921800001, -122.424716654 37.7351924440001, -122.424716003 37.735192698, -122.424715348 37.7351929430001, -122.424714688 37.7351931790001, -122.424714021 37.7351934060001, -122.424713353 37.735193624, -122.424712676 37.735193833, -122.424711997 37.735194031, -122.424711314 37.735194221, -122.424710625 37.7351944010001, -122.424709933 37.73519457, -122.424709237 37.735194732, -122.424708539 37.7351948830001, -122.424707837 37.7351950240001, -122.424707133 37.7351951570001, -122.424706426 37.735195278, -122.424705715 37.7351953900001, -122.424705001 37.7351954920001, -122.424704287 37.735195585, -122.42470357 37.735195667, -122.424702851 37.7351957400001, -122.424702132 37.7351958020001, -122.42470141 37.735195854, -122.424700687 37.735195898, -122.424699965 37.73519593, -122.424699241 37.735195952, -122.424698518 37.7351959650001, -122.424697793 37.735195967, -122.424697069 37.7351959600001, -122.424696345 37.7351959420001, -122.424695621 37.735195914, -122.424694899 37.735195876, -122.424694177 37.735195828, -122.424693457 37.7351957710001, -122.424692737 37.7351957020001, -122.42469202 37.7351956250001, -122.424691305 37.735195537, -122.42469059 37.73519544, -122.424689879 37.735195333, -122.424689169 37.7351952160001, -122.424688464 37.7351950880001, -122.42468776 37.735194951, -122.424687059 37.7351948040001, -122.424686363 37.7351946480001, -122.424685669 37.735194483, -122.424684979 37.7351943080001, -122.424684293 37.735194123, -122.424683612 37.7351939270001, -122.424682935 37.7351937240001, -122.424682261 37.735193511, -122.424681595 37.7351932880001, -122.424680931 37.7351930570001, -122.424680274 37.7351928160001, -122.424679621 37.7351925660001, -122.424678975 37.735192306, -122.424678333 37.735192038, -122.424677699 37.7351917620001, -122.42467707 37.7351914770001, -122.424676448 37.7351911820001, -122.424675832 37.7351908790001, -122.424675222 37.7351905690001, -122.424674621 37.735190248, -122.424673728 37.7351897520001, -122.424507418 37.7350946010001, -122.424489356 37.7350848990001, -122.42447151 37.735074947, -122.424453884 37.7350647490001, -122.424425257 37.7350473670001))"
73200,5808/010,5808/010,Bernal Heights,RH-2,0.041,0.04079866822,24.51060399,25,1.0,Underutilized,,Dwelling,1.6878403e-08,0.000623462903783,"POLYGON ((-122.417639827 37.7340986460001, -122.417646435 37.73402894, -122.417887991 37.7340415190001, -122.417881416 37.734110871, -122.417639827 37.7340986460001))"
73201,5809/009,5809/009,Bernal Heights,RH-2,0.04,0.04017611851,24.890408457,25,1.0,Underutilized,,Dwelling,1.6620106e-08,0.000621320213238,"POLYGON ((-122.417010502 37.7341355990001, -122.417016783 37.734067118, -122.417258367 37.7340793440001, -122.417252085 37.7341478230001, -122.417010502 37.7341355990001))"
73202,5810/016,5810/016,Bernal Heights,RH-1,0.039,0.03900573324,25.637256806,26,1.0,Vacant,,Vacant,1.61358e-08,0.000607231785169,"POLYGON ((-122.416371175 37.733621655, -122.416377666 37.7335531850001, -122.416612104 37.733565051, -122.416605824 37.7336335310001, -122.416371175 37.733621655))"
73203,5810/017,5810/017,Bernal Heights,RH-1,0.039,0.03897083139,25.660217253,26,1.0,Vacant,,Vacant,1.6121703e-08,0.00060681248301,"POLYGON ((-122.416377666 37.7335531850001, -122.416384157 37.7334847160001, -122.416618387 37.7334965700001, -122.416612104 37.733565051, -122.416377666 37.7335531850001))"
73204,5810/020,5810/020,Bernal Heights,RH-1,0.039,0.03886570891,25.729622027,26,1.0,Vacant,,Vacant,1.6078047e-08,0.00060554279012,"POLYGON ((-122.416397142 37.7333477760001, -122.416403634 37.733279306, -122.416637228 37.7332911300001, -122.416630948 37.73335961, -122.416397142 37.7333477760001))"
73205,5810/021,5810/021,Bernal Heights,RH-1,0.055,0.05551422688,18.01340046,18,1.0,Vacant,,Vacant,2.2965196e-08,0.000666792164872,"POLYGON ((-122.416403634 37.733279306, -122.41641166 37.733194661, -122.416647427 37.733179948, -122.41664351 37.733222649, -122.416637228 37.7332911300001, -122.416403634 37.733279306))"
73206,5810/022,5810/022,Bernal Heights,RH-1,0.033,0.03310518468,0.0,0,0.0,Vacant,,Vacant,1.3695171e-08,0.00059977451986,"POLYGON ((-122.41664351 37.733222649, -122.416647427 37.733179948, -122.416891514 37.7331647170001, -122.416885081 37.7332348750001, -122.41664351 37.733222649))"
73207,5810/023,5810/023,Bernal Heights,RH-1,0.04,0.04017442503,24.891457672,25,1.0,Vacant,,Vacant,1.6619197e-08,0.000621296382862,"POLYGON ((-122.416637228 37.7332911300001, -122.41664351 37.733222649, -122.416885081 37.7332348750001, -122.416878799 37.733303355, -122.416637228 37.7332911300001))"
73208,5810/041,5810/041,Bernal Heights,RH-1,0.04,0.04017444827,0.0,0,0.0,Underutilized,,Dwelling,1.6619651e-08,0.000621304328907,"POLYGON ((-122.416524171 37.7345237750001, -122.416530453 37.734455295, -122.416772027 37.7344675200001, -122.416765746 37.734536002, -122.416524171 37.7345237750001))"
73209,5811/023,5811/023,Bernal Heights,RH-1,0.032,0.03240264203,0.0,0,0.0,Vacant,,Vacant,1.3404133e-08,0.000597496349064,"POLYGON ((-122.416023999 37.7332600920001, -122.416027932 37.7332186040001, -122.416272122 37.733203368, -122.416265585 37.7332723210001, -122.416023999 37.7332600920001))"
73210,5811/024,5811/024,Bernal Heights,RH-1,0.04,0.04017719923,24.889738938,25,1.0,Vacant,,Vacant,1.6621016e-08,0.000621345935218,"POLYGON ((-122.416017505 37.7333285620001, -122.416023999 37.7332600920001, -122.416265585 37.7332723210001, -122.416259093 37.7333407900001, -122.416017505 37.7333285620001))"
73211,5811/025,5811/025,Bernal Heights,RH-1,0.04,0.04017721003,24.889732243,25,1.0,Vacant,,Vacant,1.6621016e-08,0.000621348836939,"POLYGON ((-122.416011012 37.733397031, -122.416017505 37.7333285620001, -122.416259093 37.7333407900001, -122.416252601 37.73340926, -122.416011012 37.733397031))"
73212,5811/026,5811/026,Bernal Heights,RH-1,0.04,0.04017716708,24.88975885,25,1.0,Vacant,,Vacant,1.6620561e-08,0.000621346839598,"POLYGON ((-122.416004521 37.7334655010001, -122.416011012 37.733397031, -122.416252601 37.73340926, -122.416246107 37.7334777290001, -122.416004521 37.7334655010001))"
73213,5811/027,5811/027,Bernal Heights,RH-1,0.04,0.04017707457,24.88981616,25,1.0,Vacant,,Vacant,1.6621016e-08,0.000621345787005,"POLYGON ((-122.415998028 37.733533971, -122.416004521 37.7334655010001, -122.416246107 37.7334777290001, -122.416239615 37.733546199, -122.415998028 37.733533971))"
73214,5811/028,5811/028,Bernal Heights,RH-1,0.04,0.04017711957,24.889788288,25,1.0,Vacant,,Vacant,1.6620561e-08,0.000621345598398,"POLYGON ((-122.415991537 37.7336024410001, -122.415998028 37.733533971, -122.416239615 37.733546199, -122.416233123 37.7336146690001, -122.415991537 37.7336024410001))"
73215,5812/014,5812/014,Bernal Heights,RH-1,0.041,0.04092366111,24.435741397,24,1.0,Vacant,,Vacant,1.6929789e-08,0.000630303692643,"POLYGON ((-122.41509746 37.7338323760001, -122.415103954 37.733763907, -122.415349534 37.733776338, -122.415344036 37.733844859, -122.41509746 37.7338323760001))"
73216,5812/015,5812/015,Bernal Heights,RH-1,0.041,0.04081626499,24.500036937,24,1.0,Vacant,,Vacant,1.6885224e-08,0.00063103962382,"POLYGON ((-122.415103954 37.733763907, -122.415108804 37.7337127700001, -122.41510814 37.7337030260001, -122.415107807 37.733695304, -122.415355034 37.7337078190001, -122.415349534 37.733776338, -122.415103954 37.733763907))"
73217,5813/014,5813/014,Bernal Heights,RH-1,0.04,0.04017726909,24.88969566,25,1.0,Vacant,,Vacant,1.6621016e-08,0.000621350510028,"POLYGON ((-122.414483868 37.7338013130001, -122.414490364 37.733732844, -122.414731952 37.7337450740001, -122.414725458 37.733813544, -122.414483868 37.7338013130001))"
73218,5817/002,5817/002,Bernal Heights,NC-S,0.103,0.10270806545,48.681668555,49,5.0,Vacant,,Vacant,4.2490683e-08,0.000945752891908,"POLYGON ((-122.411795743 37.7345595680001, -122.411632486 37.734552493, -122.411631567 37.734552384, -122.41163065 37.7345522620001, -122.411629736 37.7345521280001, -122.411628824 37.73455198, -122.411627916 37.7345518220001, -122.411627013 37.734551649, -122.411626112 37.734551464, -122.411625217 37.734551267, -122.411624326 37.7345510580001, -122.411623439 37.734550836, -122.411622557 37.7345506020001, -122.411621681 37.7345503560001, -122.411620809 37.7345500960001, -122.411619944 37.7345498270001, -122.411619085 37.7345495440001, -122.411618234 37.73454925, -122.411617387 37.734548944, -122.411616548 37.734548627, -122.411615716 37.7345482970001, -122.411614892 37.7345479570001, -122.411614074 37.7345476040001, -122.411613264 37.734547241, -122.411612463 37.7345468660001, -122.41161167 37.734546482, -122.411610886 37.734546084, -122.41161011 37.734545677, -122.411609344 37.7345452590001, -122.411608587 37.7345448300001, -122.41160784 37.734544391, -122.411607102 37.7345439420001, -122.411606374 37.734543483, -122.411605657 37.7345430130001, -122.411604951 37.734542533, -122.411604254 37.7345420450001, -122.411603568 37.7345415460001, -122.411602894 37.734541037, -122.411602229 37.7345405200001, -122.411601578 37.734539994, -122.411600939 37.734539458, -122.411600309 37.734538914, -122.411599694 37.7345383630001, -122.411599091 37.734537801, -122.411598498 37.734537231, -122.41159792 37.7345366530001, -122.411597353 37.7345360670001, -122.411596801 37.7345354730001, -122.411596259 37.734534873, -122.411595732 37.734534264, -122.411595219 37.7345336490001, -122.41159472 37.7345330260001, -122.411594234 37.7345323980001, -122.411593762 37.73453176, -122.411593304 37.7345311180001, -122.41159286 37.734530469, -122.41159243 37.734529815, -122.411592016 37.734529153, -122.411591616 37.734528487, -122.41159123 37.734527816, -122.411590859 37.7345271390001, -122.411590504 37.734526456, -122.411590161 37.7345257700001, -122.411589837 37.734525078, -122.411589525 37.7345243830001, -122.411589229 37.734523682, -122.411588951 37.734522978, -122.411588686 37.7345222710001, -122.411588437 37.7345215600001, -122.411588203 37.734520844, -122.411587987 37.7345201260001, -122.411587786 37.7345194050001, -122.4115876 37.734518682, -122.411587431 37.734517956, -122.411587277 37.7345172280001, -122.411587139 37.7345164980001, -122.411587017 37.7345157660001, -122.411586912 37.734515032, -122.411586822 37.734514297, -122.41158675 37.734513561, -122.411586692 37.734512825, -122.411586651 37.734512087, -122.411586627 37.7345113490001, -122.411586619 37.7345106110001, -122.411586626 37.734509872, -122.411586649 37.7345091340001, -122.411586692 37.734508396, -122.411586747 37.734507659, -122.411586819 37.734506923, -122.411586909 37.7345061880001, -122.411587014 37.734505455, -122.411587135 37.734504723, -122.411587273 37.734503992, -122.411587425 37.7345032640001, -122.411587594 37.7345025380001, -122.411587779 37.7345018130001, -122.411587981 37.7345010940001, -122.411588198 37.734500375, -122.411588429 37.73449966, -122.411588677 37.7344989490001, -122.411588941 37.734498241, -122.411589221 37.734497537, -122.411589516 37.7344968370001, -122.411589826 37.7344961410001, -122.411590151 37.7344954490001, -122.411590491 37.7344947620001, -122.411590847 37.7344940790001, -122.411591219 37.734493403, -122.411591604 37.734492731, -122.411592003 37.734492065, -122.411592418 37.734491404, -122.411592847 37.734490748, -122.411593291 37.7344901000001, -122.411593749 37.7344894570001, -122.411594219 37.73448882, -122.411594705 37.73448819, -122.411595204 37.7344875680001, -122.411595717 37.7344869520001, -122.411596242 37.7344863430001, -122.411596783 37.7344857430001, -122.411597335 37.734485148, -122.411597902 37.7344845630001, -122.41159848 37.7344839850001, -122.411599072 37.7344834150001, -122.411599832 37.7344827110001, -122.411809882 37.7343788420001, -122.411985125 37.734569159, -122.411795743 37.7345595680001))"
73219,5817/009,5817/009,Bernal Heights,NC-S,0.143,0.14284954969,49.002604594,49,7.0,Underutilized,,Public Prop,5.9095782e-08,0.001236759322453,"POLYGON ((-122.411518557 37.7347106450001, -122.411279698 37.7346985460001, -122.411287111 37.734637348, -122.411599832 37.7344827110001, -122.411599072 37.7344834150001, -122.41159848 37.7344839850001, -122.411597902 37.7344845630001, -122.411597335 37.734485148, -122.411596783 37.7344857430001, -122.411596242 37.7344863430001, -122.411595717 37.7344869520001, -122.411595204 37.7344875680001, -122.411594705 37.73448819, -122.411594219 37.73448882, -122.411593749 37.7344894570001, -122.411593291 37.7344901000001, -122.411592847 37.734490748, -122.411592418 37.734491404, -122.411592003 37.734492065, -122.411591604 37.734492731, -122.411591219 37.734493403, -122.411590847 37.7344940790001, -122.411590491 37.7344947620001, -122.411590151 37.7344954490001, -122.411589826 37.7344961410001, -122.411589516 37.7344968370001, -122.411589221 37.734497537, -122.411588941 37.734498241, -122.411588677 37.7344989490001, -122.411588429 37.73449966, -122.411588198 37.734500375, -122.411587981 37.7345010940001, -122.411587779 37.7345018130001, -122.411587594 37.7345025380001, -122.411587425 37.7345032640001, -122.411587273 37.734503992, -122.411587135 37.734504723, -122.411587014 37.734505455, -122.411586909 37.7345061880001, -122.411586819 37.734506923, -122.411586747 37.734507659, -122.411586692 37.734508396, -122.411586649 37.7345091340001, -122.411586626 37.734509872, -122.411586619 37.7345106110001, -122.411586627 37.7345113490001, -122.411586651 37.734512087, -122.411586692 37.734512825, -122.41158675 37.734513561, -122.411586822 37.734514297, -122.411586912 37.734515032, -122.411587017 37.7345157660001, -122.411587139 37.7345164980001, -122.411587277 37.7345172280001, -122.411587431 37.734517956, -122.4115876 37.734518682, -122.411587786 37.7345194050001, -122.411587987 37.7345201260001, -122.411588203 37.734520844, -122.411588437 37.7345215600001, -122.411588686 37.7345222710001, -122.411588951 37.734522978, -122.411589229 37.734523682, -122.411589525 37.7345243830001, -122.411589837 37.734525078, -122.411590161 37.7345257700001, -122.411590504 37.734526456, -122.411590859 37.7345271390001, -122.41159123 37.734527816, -122.411591616 37.734528487, -122.411592016 37.734529153, -122.41159243 37.734529815, -122.41159286 37.734530469, -122.411593304 37.7345311180001, -122.411593762 37.73453176, -122.411594234 37.7345323980001, -122.41159472 37.7345330260001, -122.411595219 37.7345336490001, -122.411595732 37.734534264, -122.411596259 37.734534873, -122.411596801 37.7345354730001, -122.411597353 37.7345360670001, -122.41159792 37.7345366530001, -122.411598498 37.734537231, -122.411599091 37.734537801, -122.411599694 37.7345383630001, -122.411600309 37.734538914, -122.411600939 37.734539458, -122.411601578 37.734539994, -122.411602229 37.7345405200001, -122.411602894 37.734541037, -122.411603568 37.7345415460001, -122.411604254 37.7345420450001, -122.411604951 37.734542533, -122.411605657 37.7345430130001, -122.411606374 37.734543483, -122.411607102 37.7345439420001, -122.41160784 37.734544391, -122.411608587 37.7345448300001, -122.411609344 37.7345452590001, -122.41161011 37.734545677, -122.411610886 37.734546084, -122.41161167 37.734546482, -122.411612463 37.7345468660001, -122.411613264 37.734547241, -122.411614074 37.7345476040001, -122.411614892 37.7345479570001, -122.411615716 37.7345482970001, -122.411616548 37.734548627, -122.411617387 37.734548944, -122.411618234 37.73454925, -122.411619085 37.7345495440001, -122.411619944 37.7345498270001, -122.411620809 37.7345500960001, -122.411621681 37.7345503560001, -122.411622557 37.7345506020001, -122.411623439 37.734550836, -122.411624326 37.7345510580001, -122.411625217 37.734551267, -122.411626112 37.734551464, -122.411627013 37.734551649, -122.411627916 37.7345518220001, -122.411628824 37.73455198, -122.411629736 37.7345521280001, -122.41163065 37.7345522620001, -122.411631567 37.734552384, -122.411632486 37.734552493, -122.411795743 37.7345595680001, -122.411566988 37.734713098, -122.411522947 37.7347108660001, -122.411518557 37.7347106450001))"
73220,5825/010,5825/010,Bernal Heights,RH-2,0.038,0.03833787557,52.167731521,52,2.0,Vacant,,Vacant,1.5859769e-08,0.000617800178236,"POLYGON ((-122.41734474 37.7331875520001, -122.417349615 37.7331361270001, -122.417593804 37.733120887, -122.417586293 37.733200132, -122.41734474 37.7331875520001))"
73221,5825/011,5825/011,Bernal Heights,RH-2,0.04,0.04017633224,49.780552089,50,2.0,Vacant,,Vacant,1.6620106e-08,0.00062131071099,"POLYGON ((-122.417338249 37.7332560200001, -122.41734474 37.7331875520001, -122.417586293 37.733200132, -122.417579802 37.7332686, -122.417338249 37.7332560200001))"
73222,5825/012,5825/012,Bernal Heights,RH-2,0.04,0.04017631593,49.780572308,50,2.0,Vacant,,Vacant,1.6621016e-08,0.00062131179785,"POLYGON ((-122.417331758 37.733324489, -122.417338249 37.7332560200001, -122.417579802 37.7332686, -122.41757331 37.7333370690001, -122.417331758 37.733324489))"
73223,5825/013,5825/013,Bernal Heights,RH-2,0.04,0.04017636,49.780517699,50,2.0,Vacant,,Vacant,1.6620561e-08,0.000621311654529,"POLYGON ((-122.417325266 37.733392958, -122.417331758 37.733324489, -122.41757331 37.7333370690001, -122.41756682 37.7334055370001, -122.417325266 37.733392958))"
73224,5825/014,5825/014,Bernal Heights,RH-2,0.04,0.04017641073,49.780454842,50,2.0,Vacant,,Vacant,1.6620106e-08,0.000621312604371,"POLYGON ((-122.417318775 37.7334614260001, -122.417325266 37.733392958, -122.41756682 37.7334055370001, -122.417560329 37.7334740050001, -122.417318775 37.7334614260001))"
73225,5825/015,5825/015,Bernal Heights,RH-2,0.04,0.04017638261,49.78048968,50,2.0,Vacant,,Vacant,1.6620106e-08,0.000621314412844,"POLYGON ((-122.417312284 37.7335298940001, -122.417318775 37.7334614260001, -122.417560329 37.7334740050001, -122.41755384 37.7335424730001, -122.417312284 37.7335298940001))"
73226,5826/005,5826/005,Bernal Heights,RH-2,0.041,0.04148629678,48.208689499,48,2.0,Vacant,,Vacant,1.7162165e-08,0.000637057992386,"POLYGON ((-122.417685378 37.7336181310001, -122.41769187 37.733549662, -122.417940883 37.7335626290001, -122.417935227 37.7336311400001, -122.417685378 37.7336181310001))"
73227,5826/010,5826/010,Bernal Heights,RH-2,0.041,0.0407925387,49.028573942,49,2.0,Vacant,,Vacant,1.6875219e-08,0.000628698823552,"POLYGON ((-122.417717832 37.733275787, -122.417724324 37.733207319, -122.417969163 37.733220069, -122.417963507 37.7332885810001, -122.417717832 37.733275787))"
73228,5826/011,5826/011,Bernal Heights,RH-2,0.065,0.06479260582,30.867719778,31,2.0,Vacant,,Vacant,2.6803264e-08,0.000711653707479,"POLYGON ((-122.417724324 37.733207319, -122.417733341 37.7331121780001, -122.417980012 37.7330967830001, -122.41797482 37.733151558, -122.417969163 37.733220069, -122.417724324 37.733207319))"
73229,5826/013,5826/013,Bernal Heights,RH-2,0.04,0.0395559272,50.561322698,51,2.0,Vacant,,Vacant,1.6363174e-08,0.000613808536997,"POLYGON ((-122.417969163 37.733220069, -122.41797482 37.733151558, -122.418213059 37.733163964, -122.418206569 37.7332324320001, -122.417969163 37.733220069))"
73230,5826/014,5826/014,Bernal Heights,RH-2,0.039,0.03941722471,50.739239373,51,2.0,Vacant,,Vacant,1.6306331e-08,0.000612140182621,"POLYGON ((-122.417963507 37.7332885810001, -122.417969163 37.733220069, -122.418206569 37.7332324320001, -122.418200079 37.7333009000001, -122.417963507 37.7332885810001))"
73231,5826/015,5826/015,Bernal Heights,RH-2,0.039,0.03927847322,50.918476106,51,2.0,Vacant,,Vacant,1.6249487e-08,0.000610469863189,"POLYGON ((-122.417957851 37.7333570930001, -122.417963507 37.7332885810001, -122.418200079 37.7333009000001, -122.418193589 37.7333693680001, -122.417957851 37.7333570930001))"
73232,5826/016,5826/016,Bernal Heights,RH-2,0.039,0.03913968107,51.099036718,51,2.0,Vacant,,Vacant,1.6191279e-08,0.000608798606166,"POLYGON ((-122.417952196 37.733425605, -122.417957851 37.7333570930001, -122.418193589 37.7333693680001, -122.418187098 37.7334378370001, -122.417952196 37.733425605))"
73233,5827/007,5827/007,Bernal Heights,RH-2,0.041,0.04083830685,48.973626828,49,2.0,Vacant,,Vacant,1.6894774e-08,0.000629155940191,"POLYGON ((-122.418318819 37.733511606, -122.418325308 37.7334431400001, -122.418570675 37.7334578100001, -122.418564186 37.7335262760001, -122.418318819 37.733511606))"
73234,5827/008,5827/008,Bernal Heights,RH-2,0.041,0.04083833691,48.973590782,49,2.0,Vacant,,Vacant,1.6894774e-08,0.00062915214692,"POLYGON ((-122.418325308 37.7334431400001, -122.418331798 37.733374676, -122.418577165 37.733389346, -122.418570675 37.7334578100001, -122.418325308 37.7334431400001))"
