objectid,apn,locapn,genplan,zoning,gacres,locacres,allowden,allowhigh,relcapcty,sitetype,pdaparcel,existuse,Shape__Are,Shape__Len,geometry
59999,3548/029,3548/029,Mission,UMU,0.046,0.04591351298,,0,2.0,Vacant,Y,Vacant,1.9001618e-08,0.00061294496706,"POLYGON ((-122.419239933 37.766802833, -122.419260909 37.7670219070001, -122.419174669 37.7670271150001, -122.419153694 37.766808041, -122.419239933 37.766802833))"
60195,3548/030,3548/030,Mission,UMU,0.046,0.04591377817,,0,2.0,Vacant,Y,Vacant,1.9002073e-08,0.000612947116324,"POLYGON ((-122.419239933 37.766802833, -122.419326173 37.766797624, -122.419347149 37.7670166990001, -122.419260909 37.7670219070001, -122.419239933 37.766802833))"
60268,3548/033,3548/033,Mission,NCT,0.183,0.18334641009,,0,17.0,Vacant,Y,Vacant,7.5882326e-08,0.001379129667224,"POLYGON ((-122.419193021 37.7672188080001, -122.419744033 37.767185527, -122.419757144 37.7673224490001, -122.41920613 37.767355729, -122.419193021 37.7672188080001))"
60344,3548/037,3548/037,Mission,NCT,0.055,0.05491143373,,0,8.0,Vacant,Y,Vacant,2.2727363e-08,0.000716150156208,"POLYGON ((-122.419513563 37.767667675, -122.419788608 37.767651062, -122.419796475 37.7677332150001, -122.41952143 37.767749828, -122.419513563 37.767667675))"
60367,3553/035,3553/035,Mission,RTO,0.034,0.03443518543,,0,3.0,Vacant,Y,Vacant,1.4251327e-08,0.000502908328632,"POLYGON ((-122.418091835 37.7655112360001, -122.418178073 37.7655060280001, -122.418193802 37.765670335, -122.418107562 37.765675543, -122.418091835 37.7655112360001))"
60387,4827/002,4827/002,"BVHP Area A,B",PDR-2,0.033,0.03274501653,0.0,0,0.0,Vacant,Y,Vacant,1.3544195e-08,0.000533983128681,"POLYGON ((-122.385686941 37.7245322740001, -122.385833359 37.724615382, -122.385701395 37.72472549, -122.385686941 37.7245322740001))"
65574,0324/005,0324/005,Downtown,RC-4,0.118,0.11843188721,194.20445407,194,23.0,Vacant,Y,Vacant,4.9027676e-08,0.001019501329786,"POLYGON ((-122.41175795 37.7851000910001, -122.411886084 37.785083808, -122.411961414 37.785456885, -122.411834533 37.7854729630001, -122.411833269 37.7854731240001, -122.41175795 37.7851000910001))"
65592,0323/010,0323/010,Downtown,RC-4,0.102,0.10192854701,186.40509021,186,19.0,Underutilized,Y,Office Bld,4.2195097e-08,0.000918832655332,"POLYGON ((-122.413478295 37.7848797790001, -122.413604714 37.784863683, -122.413670425 37.7851890910001, -122.413544005 37.785205187, -122.413478295 37.7848797790001))"
65615,2082/001K,2082/001K,Outer Sunset,NC-1,0.053,0.05337474639,37.470904037,37,2.0,Underutilized,,Commercial,2.2086169e-08,0.000684116238434,"POLYGON ((-122.504814054 37.7526110810001, -122.504856436 37.752609202, -122.504900392 37.7526072540001, -122.504905126 37.75267581, -122.50490986 37.7527443660001, -122.504918004 37.752862281, -122.504831664 37.752866108, -122.504814054 37.7526110810001))"
66739,0667/004,0667/004,Northeast,NC,0.093,0.09331967344,,0,10.0,Underutilized,Y,Office Bld,3.8633516e-08,0.0008973391281,"POLYGON ((-122.420755387 37.788744088, -122.42087113 37.7887293250001, -122.420937015 37.7890547100001, -122.420821272 37.789069474, -122.420755387 37.788744088))"
66776,0013/010,0013/010,Northeast,C-2,0.086,0.08608817491,11.615997215,12,1.0,Underutilized,Y,Misc/unknown,3.5649009e-08,0.000759528702659,"POLYGON ((-122.414420364 37.8075275310001, -122.414591318 37.8075061120001, -122.414632219 37.8077095140001, -122.414461263 37.807730932, -122.414420364 37.8075275310001))"
66777,0021/001,0021/001,Northeast,C-2,2.586,2.587667642,14.685038907,15,38.0,Underutilized,Y,Club/lodge,1.071530733e-06,0.00435109490018,"POLYGON ((-122.413936179 37.8066374840001, -122.415344395 37.806455597, -122.415492393 37.8072013670001, -122.414087748 37.807377359, -122.413936179 37.8066374840001))"
66778,0022/001,0022/001,Northeast,C-2,0.438,0.43847780146,13.683702983,14,6.0,Underutilized,Y,Commercial,1.81571068e-07,0.00171599071684,"POLYGON ((-122.415657262 37.8068005600001, -122.41612753 37.806742399, -122.416202168 37.8071184820001, -122.415732201 37.807178175, -122.415657262 37.8068005600001))"
66779,0023/004,0023/004,Northeast,C-2,0.183,0.18307214828,10.924654672,11,2.0,Underutilized,Y,Misc/unknown,7.5808202e-08,0.002599597079225,"POLYGON ((-122.41787738 37.8067273090001, -122.417658499 37.806670185, -122.417294475 37.806572739, -122.417273998 37.8064684760001, -122.417316932 37.8064786730001, -122.417387425 37.8064985720001, -122.417444651 37.8065186870001, -122.417570155 37.806566393, -122.417622631 37.8065894540001, -122.417698096 37.806615014, -122.418421312 37.8068213620001, -122.418457616 37.806825556, -122.418485409 37.8068270430001, -122.418333629 37.8068463810001, -122.41787738 37.8067273090001))"
66780,0024/011,0024/011,Northeast,NC-1,0.115,0.11478414119,52.272029374,52,6.0,Underutilized,Y,Comm Garage,4.7531103e-08,0.000897815904884,"POLYGON ((-122.419813866 37.805893575, -122.419984741 37.8058717690001, -122.41999843 37.805939563, -122.420012121 37.8060073550001, -122.420025813 37.806075149, -122.420039503 37.8061429420001, -122.419868628 37.8061647480001, -122.419813866 37.805893575))"
66781,0024/020,0024/020,Northeast,C-2,0.036,0.03646811285,0.0,0,0.0,Underutilized,Y,Commercial,1.510125e-08,0.000573726752026,"POLYGON ((-122.419235477 37.8063978970001, -122.419402643 37.806244114, -122.41941926 37.806326402, -122.419428788 37.806325187, -122.419301008 37.806442738, -122.419235477 37.8063978970001))"
66782,0025/020,0025/020,Northeast,C-2,0.394,0.3945722368,12.671950871,13,5.0,Underutilized,Y,Commercial,1.63387085e-07,0.001621962529126,"POLYGON ((-122.421102654 37.806113254, -122.421157789 37.8061061270001, -122.42124358 37.8060950380001, -122.421335395 37.8060831720001, -122.42142721 37.806071305, -122.421529701 37.8060580580001, -122.421604848 37.8064309420001, -122.421177798 37.806486138, -122.421102654 37.806113254))"
66783,0027/008,0027/008,Northeast,RH-3,0.079,0.0790546205,25.298964024,25,2.0,Underutilized,Y,Dwelling,3.2735443e-08,0.00093432207504,"POLYGON ((-122.419283545 37.8052491560001, -122.419235816 37.80501116, -122.419321257 37.805000283, -122.419396178 37.805373864, -122.419361283 37.805378316, -122.419310743 37.805384765, -122.419283545 37.8052491560001))"
66784,0030/003,0030/003,Northeast,C-2,0.075,0.07541553741,13.259867055,13,1.0,Underutilized,Y,Commercial,3.1227955e-08,0.000743323423764,"POLYGON ((-122.413872278 37.805686838, -122.413921192 37.805924272, -122.413792917 37.805940046, -122.413744003 37.8057026110001, -122.413872278 37.805686838))"
66785,3013B/001,3013B/001,Inner Sunset,RH-1(D),0.191,0.19143247484,5.2237740792,5,1.0,Vacant,,Vacant,7.9197889e-08,0.001483605851273,"POLYGON ((-122.464445286 37.7388069020001, -122.464447935 37.738754059, -122.464547045 37.7387969120001, -122.464646127 37.7388379820001, -122.464668388 37.738845149, -122.464683859 37.738849826, -122.464699431 37.7388542890001, -122.464715098 37.738858534, -122.464730856 37.7388625620001, -122.464746701 37.7388663730001, -122.464762627 37.738869961, -122.464778629 37.7388733280001, -122.464794704 37.7388764740001, -122.464810843 37.7388793960001, -122.464827046 37.7388820950001, -122.464843306 37.7388845670001, -122.464859616 37.7388868140001, -122.464875973 37.7388888350001, -122.464892373 37.738890629, -122.46490881 37.7388921960001, -122.464925278 37.7388935330001, -122.464941775 37.738894643, -122.464869185 37.738923814, -122.464796068 37.7389521420001, -122.464673139 37.7389974010001, -122.464649874 37.7390050930001, -122.464635009 37.7390103180001, -122.464620262 37.739015748, -122.464605637 37.739021382, -122.464591138 37.739027218, -122.464576769 37.739033254, -122.464562535 37.7390394870001, -122.464548441 37.739045918, -122.464534489 37.7390525430001, -122.464520686 37.7390593590001, -122.464507035 37.7390663670001, -122.464493538 37.739073563, -122.464480202 37.7390809450001, -122.464467031 37.7390885090001, -122.464454029 37.739096255, -122.464441197 37.7391041810001, -122.464428542 37.7391122820001, -122.464416068 37.7391205600001, -122.464403777 37.7391290080001, -122.464414651 37.739070127, -122.464423089 37.739017667, -122.464430376 37.738965099, -122.464436505 37.738912439, -122.464441474 37.738859701, -122.464445286 37.7388069020001))"
66786,3922A/001,3922A/001,Mission,PDR-1-G,0.344,0.34435265998,0.0,0,0.0,Underutilized,Y,Industrial,1.42519184e-07,0.001586965784811,"POLYGON ((-122.410571317 37.767826186, -122.4105973 37.7681000440001, -122.410079841 37.768131193, -122.41005386 37.767857334, -122.410571317 37.767826186))"
66787,0040/012,0040/012,Northeast,RM-3,0.104,0.10390495455,76.99344112,77,8.0,Underutilized,Y,Flats+duplex,4.3025466e-08,0.000987592730534,"POLYGON ((-122.411132986 37.805073131, -122.411245535 37.8050590490001, -122.411320544 37.8054319500001, -122.411207996 37.8054460320001, -122.411132986 37.805073131))"
66788,0040/030,0040/030,Northeast,RM-3,0.113,0.11311566798,79.564574571,80,9.0,Underutilized,Y,Condominium,4.6840341e-08,0.001007696827253,"POLYGON ((-122.411245535 37.8050590490001, -122.411368058 37.8050437200001, -122.411405563 37.8052301710001, -122.411430567 37.8053544700001, -122.411443067 37.8054166210001, -122.411423123 37.8054191160001, -122.411320544 37.8054319500001, -122.411245535 37.8050590490001))"
66789,0040/034,0040/034,Northeast,C-2,0.101,0.10078200493,9.9224062936,10,1.0,Vacant,Y,Vacant,4.173171e-08,0.000900469019231,"POLYGON ((-122.411405563 37.8052301710001, -122.411483918 37.8052203680001, -122.411482419 37.8052129100001, -122.411717416 37.8051835090001, -122.411744 37.805315255, -122.411430567 37.8053544700001, -122.411405563 37.8052301710001))"
66790,0043/007,0043/007,Northeast,C-2,0.148,0.14775527411,13.535895839,14,2.0,Underutilized,Y,Commercial,6.1183073e-08,0.000991585025146,"POLYGON ((-122.416575598 37.804864251, -122.416728897 37.8049693740001, -122.416764647 37.8051382470001, -122.416525332 37.8051683570001, -122.416468567 37.8049002160001, -122.416547199 37.8048903230001, -122.416575598 37.804864251))"
66791,0044/001,0044/001,Northeast,C-2,0.448,0.44798094783,13.393426727,13,6.0,Underutilized,Y,Commercial,1.85499175e-07,0.002020137582602,"POLYGON ((-122.416888527 37.8045699620001, -122.417204757 37.804530217, -122.41721576 37.804584446, -122.417232853 37.8045822980001, -122.417251637 37.804674882, -122.417270419 37.804767466, -122.417274109 37.8047856540001, -122.417308297 37.804781357, -122.41732205 37.804849145, -122.41749178 37.8048278110001, -122.417534598 37.8050386520001, -122.417297777 37.805069078, -122.416940015 37.8048237520001, -122.416888527 37.8045699620001))"
66792,0044/020,0044/020,Northeast,RH-3,0.056,0.05582050026,53.743696062,54,3.0,Vacant,Y,Vacant,2.3116172e-08,0.000801136791231,"POLYGON ((-122.417270419 37.804767466, -122.417550754 37.804732233, -122.417561427 37.8047848360001, -122.417561574 37.8047855200001, -122.417561735 37.8047862020001, -122.417561912 37.804786882, -122.417562103 37.804787559, -122.417562311 37.8047882330001, -122.417562531 37.8047889050001, -122.417562767 37.8047895730001, -122.417563017 37.8047902370001, -122.417563284 37.8047909000001, -122.417563563 37.804791557, -122.417563857 37.8047922100001, -122.417564165 37.8047928610001, -122.417564487 37.8047935050001, -122.417564824 37.8047941460001, -122.417565175 37.8047947810001, -122.417565539 37.804795412, -122.417565918 37.8047960390001, -122.417566311 37.804796658, -122.417566716 37.8047972730001, -122.417567135 37.8047978820001, -122.417567568 37.804798487, -122.417568015 37.804799083, -122.417568473 37.804799675, -122.417568947 37.8048002580001, -122.417569431 37.8048008370001, -122.417569928 37.8048014070001, -122.417570437 37.8048019710001, -122.417570959 37.804802528, -122.417571494 37.804803077, -122.41757204 37.804803619, -122.417572597 37.8048041530001, -122.417573167 37.8048046810001, -122.417573749 37.804805199, -122.417574342 37.804805711, -122.417574945 37.8048062130001, -122.417575559 37.8048067060001, -122.417576186 37.8048071900001, -122.417576822 37.8048076680001, -122.417577469 37.804808135, -122.417578124 37.8048085940001, -122.417578791 37.804809043, -122.417579467 37.804809484, -122.417580153 37.804809914, -122.417580848 37.8048103350001, -122.417581554 37.804810747, -122.417582267 37.8048111480001, -122.41758299 37.8048115390001, -122.41758372 37.8048119210001, -122.417584459 37.8048122930001, -122.417585206 37.804812654, -122.41758596 37.804813005, -122.417586723 37.8048133450001, -122.417587493 37.8048136740001, -122.41758827 37.804813994, -122.417589053 37.8048143020001, -122.417589844 37.8048145990001, -122.417590641 37.804814885, -122.417591445 37.80481516, -122.417592254 37.804815424, -122.417593068 37.8048156770001, -122.417593889 37.8048159190001, -122.417594714 37.804816148, -122.417595543 37.8048163670001, -122.417596378 37.804816574, -122.417597218 37.8048167690001, -122.417598269 37.804816997, -122.41759932 37.8048221710001, -122.417529913 37.8048308960001, -122.417528353 37.8048232140001, -122.41749178 37.8048278110001, -122.41732205 37.804849145, -122.417308297 37.804781357, -122.417274109 37.8047856540001, -122.417270419 37.804767466))"
66793,0044/021,0044/021,Northeast,RH-3,0.064,0.06427875842,46.671716654,47,3.0,Vacant,Y,Vacant,2.6616362e-08,0.000754022790414,"POLYGON ((-122.417251637 37.804674882, -122.417531972 37.804639647, -122.417550754 37.804732233, -122.417270419 37.804767466, -122.417251637 37.804674882))"
66794,0044/022,0044/022,Northeast,RH-3,0.064,0.06427868942,46.671766759,47,3.0,Vacant,Y,Vacant,2.6616817e-08,0.000754022186406,"POLYGON ((-122.417232853 37.8045822980001, -122.417301228 37.8045737040001, -122.417386694 37.804562961, -122.417472164 37.8045522200001, -122.417513187 37.804547062, -122.417531972 37.804639647, -122.417251637 37.804674882, -122.417232853 37.8045822980001))"
66795,0045/044,0045/044,Northeast,RH-3,0.089,0.08922042979,22.416390559,22,2.0,Underutilized,Y,Dwelling,3.694413e-08,0.001158513315924,"POLYGON ((-122.419334029 37.804426634, -122.419504964 37.8044051470001, -122.419539964 37.8045774720001, -122.419382754 37.8045974870001, -122.419371287 37.8046100720001, -122.419409285 37.8047971550001, -122.419376601 37.8048013170001, -122.419336401 37.8046033890001, -122.419369085 37.804599227, -122.419334029 37.804426634))"
66796,0045/075,0045/075,Northeast,RH-1(D),0.054,0.05413252446,18.473182434,18,1.0,Vacant,Y,Vacant,2.2415406e-08,0.000630949625418,"POLYGON ((-122.419750534 37.804265, -122.419955655 37.8042392140001, -122.419977382 37.80434576, -122.419772258 37.804371545, -122.419750534 37.804265))"
66797,0048/012,0048/012,Northeast,RH-1(D),0.094,0.09380843654,10.660022028,11,1.0,Vacant,Y,Vacant,3.8843154e-08,0.000840912939775,"POLYGON ((-122.419338863 37.803580782, -122.419475581 37.803563459, -122.419531852 37.80384051, -122.419395106 37.8038577, -122.419338863 37.803580782))"
66798,0050/001,0050/001,Northeast,NC,0.27,0.26993463474,,0,22.0,Underutilized,Y,Commercial,1.1177417e-07,0.001429490343902,"POLYGON ((-122.415089028 37.804004116, -122.415290584 37.803979699, -122.415500305 37.8041250910001, -122.415417392 37.8041351360001, -122.415458712 37.8043413280001, -122.415163766 37.804377059, -122.415089028 37.804004116))"
66799,0050/004,0050/004,Northeast,NC,0.478,0.47783642653,,0,39.0,Underutilized,Y,Commercial,1.97860572e-07,0.002022476616601,"POLYGON ((-122.415952646 37.803521001, -122.415987298 37.803691821, -122.41601865 37.803846374, -122.415596293 37.803899879, -122.41518927 37.8036177060001, -122.415952646 37.803521001))"
66800,0051/016,0051/016,Northeast,NC,0.05,0.04972561039,,0,4.0,Underutilized,Y,Misc/unknown,2.0590505e-08,0.000575589765675,"POLYGON ((-122.41375913 37.8041777010001, -122.413894138 37.80416058, -122.413923991 37.804309555, -122.413788885 37.8043261870001, -122.41375913 37.8041777010001))"
66801,3939A/001,3939A/001,Showpl/Potrero,PDR-1-D,0.041,0.04068503927,0.0,0,0.0,Underutilized,Y,Commercial,1.683793e-08,0.000632551064533,"POLYGON ((-122.399483973 37.766383368, -122.399673343 37.766371909, -122.399691335 37.7665486540001, -122.399483973 37.766383368))"
66802,0051/019,0051/019,Northeast,NC,0.058,0.05830495253,,0,5.0,Underutilized,Y,Misc/unknown,2.4142992e-08,0.000622489721401,"POLYGON ((-122.414430107 37.8043167230001, -122.414587446 37.804297352, -122.414617431 37.8044469860001, -122.414460138 37.804466588, -122.414430107 37.8043167230001))"
66803,0665/009,0665/009,Western Addition,NC-3,0.069,0.06932959466,72.119273514,72,5.0,Underutilized,Y,Commercial,2.8702743e-08,0.000680836569622,"POLYGON ((-122.423895435 37.788343535, -122.424066269 37.788321739, -122.424099087 37.7884844480001, -122.424099524 37.788486618, -122.424014106 37.7884975160001, -122.424013669 37.788495346, -122.423928251 37.788506243, -122.423895435 37.788343535))"
66804,0666/004,0666/004,Western Addition,RC-4,0.138,0.13774095074,210.54014688,211,29.0,Underutilized,Y,Comm Garage,5.7023954e-08,0.001020873283753,"POLYGON ((-122.422227122 37.788723255, -122.422568796 37.7886796710001, -122.422601714 37.788842367, -122.422260038 37.788885952, -122.422227122 37.788723255))"
66805,0666/007,0666/007,Western Addition,RC-4,0.064,0.06391184581,172.11206875,172,11.0,Underutilized,Y,Flat+store,2.6459475e-08,0.000823793618244,"POLYGON ((-122.423005556 37.7884570580001, -122.423084825 37.7884469460001, -122.423117518 37.788608525, -122.423150663 37.7887723380001, -122.423071395 37.78878245, -122.423005556 37.7884570580001))"
66806,0666/009,0666/009,Western Addition,RC-4,0.034,0.03419882793,204.68537738,205,7.0,Underutilized,Y,Commercial,1.4157649e-08,0.000501927995195,"POLYGON ((-122.423084825 37.7884469460001, -122.423170244 37.78843605, -122.423202937 37.788597628, -122.423117518 37.788608525, -122.423084825 37.7884469460001))"
66807,0666/010,0666/010,Western Addition,RC-4,0.035,0.03467169332,201.89380239,202,7.0,Vacant,Y,Vacant,1.4353645e-08,0.00050648559301,"POLYGON ((-122.423117518 37.788608525, -122.423202937 37.788597628, -122.423208648 37.7886258620001, -122.423236081 37.78876144, -122.423150663 37.7887723380001, -122.423117518 37.788608525))"
66808,0667/005,0667/005,Northeast,RC-4,0.156,0.15599164942,211.54978566,212,33.0,Underutilized,Y,Comm Garage,6.4579581e-08,0.001054059689348,"POLYGON ((-122.42087113 37.7887293250001, -122.421064603 37.788704647, -122.421130489 37.7890300330001, -122.420937015 37.7890547100001, -122.42087113 37.7887293250001))"
66809,0667/009,0667/009,Northeast,RC-4,0.239,0.23948140564,217.13585596,217,52.0,Underutilized,Y,Commercial,9.9142653e-08,0.001534360004461,"POLYGON ((-122.421335379 37.7886701100001, -122.42144386 37.788656272, -122.421471315 37.7887918490001, -122.421794544 37.788750619, -122.421832946 37.7889404310001, -122.421401266 37.7889954940001, -122.421335379 37.7886701100001))"
66810,0667/011,0667/011,Northeast,RC-4,0.256,0.25662673839,214.31905477,214,55.0,Underutilized,Y,Commercial,1.06241714e-07,0.001305665123005,"POLYGON ((-122.421523815 37.789077218, -122.421852148 37.7890353380001, -122.421915992 37.789350905, -122.421587673 37.7893925760001, -122.421523815 37.789077218))"
66811,0667/016,0667/016,Northeast,RC-4,0.134,0.13407714293,216.29339174,216,29.0,Underutilized,Y,Comm Garage,5.5507371e-08,0.000989278452038,"POLYGON ((-122.421106687 37.7891304240001, -122.42127838 37.789108524, -122.421342205 37.789423732, -122.421170491 37.7894455270001, -122.421106687 37.7891304240001))"
66812,0667/017,0667/017,Northeast,RC-4,0.067,0.06668840506,209.93154639,210,14.0,Underutilized,Y,Office Bld,2.7608166e-08,0.000815163740785,"POLYGON ((-122.421048721 37.789276897, -122.42102127 37.7891413200001, -122.421106687 37.7891304240001, -122.421170491 37.7894455270001, -122.421085062 37.7894563690001, -122.421048721 37.789276897))"
66813,7043/001E,7043/001E,"South Central, Other",NC-2,0.046,0.04575303813,21.856472068,22,1.0,Underutilized,Y,Flat+store,1.8922492e-08,0.000652336759476,"POLYGON ((-122.443136953 37.7143196370001, -122.443193059 37.714267073, -122.443389794 37.714424749, -122.443328251 37.7144729550001, -122.443136953 37.7143196370001))"
66814,0667/019,0667/019,Northeast,NC,0.067,0.06666610885,,0,7.0,Underutilized,Y,Industrial,2.7599071e-08,0.000814949208814,"POLYGON ((-122.420850431 37.7891631100001, -122.42093585 37.7891522150001, -122.420963303 37.789287791, -122.420999631 37.789467211, -122.420914202 37.789478054, -122.420850431 37.7891631100001))"
66815,1547/026,1547/026,Richmond,NC-2,0.058,0.05761548551,52.069334717,52,3.0,Underutilized,,Flat+store,2.3847861e-08,0.000724833566634,"POLYGON ((-122.462424345 37.7774210750001, -122.462510704 37.777417153, -122.462515739 37.777486767, -122.462520697 37.7775553130001, -122.462525653 37.7776238590001, -122.462530611 37.777692404, -122.46244425 37.7776963220001, -122.462424345 37.7774210750001))"
66816,1548/010,1548/010,Richmond,RH-3,0.068,0.06846906787,29.210270598,29,2.0,Underutilized,,Dwelling,2.8342129e-08,0.000962544773513,"POLYGON ((-122.463152481 37.7783518910001, -122.463564706 37.7783331840001, -122.463569663 37.7784017290001, -122.463157647 37.7784204280001, -122.463152481 37.7783518910001))"
66817,1548/023,1548/023,Richmond,NC-2,0.11,0.110055125,45.431777938,45,5.0,Underutilized,,Commercial,4.5555225e-08,0.000934939914922,"POLYGON ((-122.463408853 37.777376357, -122.463418848 37.7775145570001, -122.463090486 37.7775294580001, -122.463080071 37.7773912920001, -122.463408853 37.777376357))"
66818,1548/027,1548/027,Richmond,NC-2,0.165,0.16507548552,48.462677392,48,8.0,Underutilized,,Commercial,6.8329882e-08,0.001074071005084,"POLYGON ((-122.463581573 37.77736851, -122.463910968 37.7773535480001, -122.463925924 37.777560314, -122.463596527 37.7775752640001, -122.463581573 37.77736851))"
66819,3973/002D,3973/002D,Mission,PDR-1-G,0.344,0.34435242417,0.0,0,0.0,Underutilized,Y,Industrial,1.42511908e-07,0.001516394931152,"POLYGON ((-122.407894265 37.7638148360001, -122.407881554 37.763677891, -122.407868843 37.7635409440001, -122.408041341 37.7635308060001, -122.40821384 37.7635206670001, -122.408251976 37.7639315050001, -122.407906977 37.763951782, -122.407894265 37.7638148360001))"
66820,5418/002D,5418/002D,"BVHP Area A,B",PDR-2,0.274,0.2743056093,0.0,0,0.0,Underutilized,Y,Industrial,1.13469468e-07,0.001895093281791,"POLYGON ((-122.394560799 37.728011984, -122.394420125 37.7279321560001, -122.394279451 37.727852329, -122.394209115 37.7278124160001, -122.39413878 37.7277725020001, -122.394068441 37.727732588, -122.394168948 37.7276208580001, -122.394269452 37.727509126, -122.394552206 37.7276695780001, -122.394389554 37.727850398, -122.394669494 37.728009253, -122.394631135 37.7280518960001, -122.394560799 37.728011984))"
66821,1549/020,1549/020,Richmond,NC-2,0.058,0.0576819687,17.336440184,17,1.0,Underutilized,,Flats+duplex,2.3876055e-08,0.000725472303479,"POLYGON ((-122.464349297 37.7773331650001, -122.464435657 37.7773292420001, -122.464455593 37.7776048100001, -122.464369232 37.7776087300001, -122.464349297 37.7773331650001))"
66822,1560/024,1560/024,Richmond,NC-1,0.056,0.056455466,35.426153422,35,2.0,Underutilized,,Dwelling,2.3368557e-08,0.000713720828497,"POLYGON ((-122.476488718 37.7767814640001, -122.476575076 37.7767775310001, -122.476579722 37.776841602, -122.476584692 37.7769101470001, -122.476589663 37.7769786910001, -122.476594632 37.777047237, -122.476508272 37.777051166, -122.476488718 37.7767814640001))"
66823,1564/021,1564/021,Richmond,NC-1,0.056,0.05649393093,35.402032877,35,2.0,Underutilized,,Dwelling,2.3384018e-08,0.0007140933135,"POLYGON ((-122.480683894 37.7765903490001, -122.480770253 37.7765864150001, -122.480789838 37.776856304, -122.480746659 37.77685827, -122.480703478 37.7768602360001, -122.480683894 37.7765903490001))"
66824,1570/012,1570/012,Richmond,NC-1,0.042,0.04220603084,23.693296436,24,1.0,Underutilized,,Flat+store,1.7470484e-08,0.000577223384519,"POLYGON ((-122.487225948 37.7762920230001, -122.487312308 37.7762880820001, -122.487316997 37.7763526260001, -122.487321976 37.77642117, -122.487326956 37.776489715, -122.487240597 37.7764936520001, -122.487225948 37.7762920230001))"
66825,1572/004,1572/004,Richmond,RH-2,0.062,0.06198383726,16.133238023,16,1.0,Underutilized,,Dwelling,2.5656391e-08,0.000840045519808,"POLYGON ((-122.488978333 37.77755137, -122.489323775 37.7775356830001, -122.489329156 37.777609711, -122.489242794 37.777613633, -122.489156434 37.7776175550001, -122.489070074 37.777621477, -122.488983712 37.777625399, -122.488978333 37.77755137))"
66826,1572/025,1572/025,Richmond,RH-2,0.048,0.04764798736,41.974490651,42,2.0,Vacant,,Vacant,1.9721938e-08,0.000645307156915,"POLYGON ((-122.489278379 37.7770196860001, -122.48926224 37.776937897, -122.489246103 37.776856106, -122.489343377 37.77685167, -122.489345654 37.776882992, -122.489350635 37.776951534, -122.489355699 37.7770212040001, -122.48936068 37.777089748, -122.489292812 37.7770928300001, -122.489278379 37.7770196860001))"
66827,3554/031,3554/031,Mission,RTO,0.126,0.12638980788,,0,11.0,Underutilized,Y,Church,5.2309133e-08,0.000994473405979,"POLYGON ((-122.421126015 37.7661038270001, -122.421471318 37.766082967, -122.421485743 37.766233582, -122.42114044 37.766254442, -122.421126015 37.7661038270001))"
66828,3555/031,3555/031,Mission,RTO,0.065,0.06537541856,,0,5.0,Underutilized,Y,Dwelling,2.7056103e-08,0.000937363342819,"POLYGON ((-122.4233045 37.7659821230001, -122.423704774 37.765956569, -122.423707032 37.765979068, -122.423711415 37.7660227390001, -122.423311027 37.766050251, -122.4233045 37.7659821230001))"
66829,7030/007A,7030/007A,"South Central, Other",NC-3,0.058,0.05849906572,68.377160402,68,4.0,Underutilized,Y,Commercial,2.4195288e-08,0.000766291523522,"POLYGON ((-122.441656395 37.7158607590001, -122.44170465 37.7157970370001, -122.441945802 37.7159913620001, -122.441886847 37.7160464610001, -122.441656395 37.7158607590001))"
67075,0324/011,0324/011,Downtown,RC-4,0.1,0.10043624783,189.17472934,189,19.0,Vacant,Y,Vacant,4.1578005e-08,0.000828569242952,"POLYGON ((-122.412398617 37.7850186700001, -122.412569461 37.7849969580001, -122.412617373 37.785234234, -122.412446528 37.785255948, -122.412398617 37.7850186700001))"
67076,0329/003,0329/003,Downtown,C-3-R,0.071,0.07065509823,28.306520691,28,2.0,Underutilized,Y,Commercial,2.924935e-08,0.00077571555592,"POLYGON ((-122.406892792 37.785170604, -122.406976713 37.7851043900001, -122.407196289 37.7852796760001, -122.407112367 37.78534589, -122.406892792 37.785170604))"
67077,0329/006,0329/006,Downtown,C-3-R,0.043,0.04256367324,23.494212876,23,1.0,Underutilized,Y,Commercial,1.7620096e-08,0.000580912777831,"POLYGON ((-122.407112367 37.78534589, -122.407196289 37.7852796760001, -122.407228037 37.7853050210001, -122.40726261 37.785480369, -122.407176166 37.785491204, -122.407154082 37.7853791900001, -122.407112367 37.78534589))"
67078,0505/018,0505/018,Marina,NC-3,0.035,0.03486563165,57.363079497,57,2.0,Underutilized,Y,Office Bld,1.4435955e-08,0.000508357126002,"POLYGON ((-122.42842519 37.800511171, -122.428459352 37.8005067610001, -122.428510595 37.8005001450001, -122.428543881 37.8006648800001, -122.428458476 37.800675907, -122.42842519 37.800511171))"
67079,0506/022,0506/022,Marina,NC-3,0.049,0.04941404404,60.711485134,61,3.0,Underutilized,,Commercial,2.0460448e-08,0.000596430334226,"POLYGON ((-122.430839132 37.80018224, -122.430945926 37.8001686380001, -122.430983662 37.8003555080001, -122.430876835 37.8003689350001, -122.430839132 37.80018224))"
67080,0506/025,0506/025,Marina,NC-3,0.039,0.03946878724,0.0,0,0.0,Underutilized,,Flat+store,1.634271e-08,0.000552762808104,"POLYGON ((-122.430668262 37.800204002, -122.430753699 37.8001931210001, -122.430791371 37.8003796770001, -122.43070591 37.8003904190001, -122.430668262 37.800204002))"
